City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
134,Upernavik,GL,2022-07-17 18:51:08,72.7868,-56.1549,41.49,84,60,15.32
135,Kaitangata,NZ,2022-07-17 18:51:08,-46.2817,169.8464,42.53,89,53,3.02
136,Offa,NG,2022-07-17 18:51:09,8.15,4.7167,70.75,95,100,4.59
137,Saint Anthony,US,2022-07-17 18:51:10,45.0205,-93.218,90.34,50,0,5.75
138,Bahia Blanca,AR,2022-07-17 18:51:10,-38.7196,-62.2724,58.75,37,100,16.4
139,Talcahuano,CL,2022-07-17 18:51:11,-36.7167,-73.1167,51.48,93,100,8.05
140,Cabo San Lucas,MX,2022-07-17 18:44:42,22.8909,-109.9124,92.61,29,0,6.91
141,Lagoa,PT,2022-07-17 18:51:12,39.05,-27.9833,70.81,88,0,9.8
142,Lucea,JM,2022-07-17 18:49:13,18.451,-78.1736,87.85,72,12,13.06
143,Krasnik,PL,2022-07-17 18:51:14,50.9236,22.2271,66.27,56,100,3.02
144,Cam Ranh,VN,2022-07-17 18:51:15,11.9214,109.1591,78.76,83,20,3.44
145,Mahajanga,MG,2022-07-17 18:51:16,-15.7167,46.3167,78.82,50,40,12.66
146,Virginia Beach,US,2022-07-17 18:50:41,36.8529,-75.978,95.02,62,40,11.5
147,Russell,US,2022-07-17 18:51:17,32.3502,-85.1999,92.91,51,75,0.0
148,Terrace,CA,2022-07-17 18:46:44,54.5163,-128.6035,60.71,77,75,4.61
149,Samarai,PG,2022-07-17 18:51:19,-10.6167,150.6667,79.41,81,26,5.66
150,Yellowknife,CA,2022-07-17 18:47:46,62.456,-114.3525,63.12,82,100,23.0
151,Thunder Bay,CA,2022-07-17 18:51:21,48.4001,-89.3168,71.58,68,20,10.36
152,Tuatapere,NZ,2022-07-17 18:50:10,-46.1333,167.6833,54.86,62,73,12.73
153,Sao Gabriel Da Cachoeira,BR,2022-07-17 18:51:22,-0.1303,-67.0892,91.2,58,20,11.5
154,Ketchikan,US,2022-07-17 18:51:22,55.3422,-131.6461,57.67,88,100,12.66
155,Gizo,SB,2022-07-17 18:51:23,-8.103,156.8419,81.07,78,18,6.33
156,Rabo De Peixe,PT,2022-07-17 18:47:16,37.8,-25.5833,71.11,88,75,13.8
157,Gobabis,NA,2022-07-17 18:51:25,-22.45,18.9667,52.34,41,0,10.71
158,Rawson,AR,2022-07-17 18:40:52,-43.3002,-65.1023,52.27,45,27,21.68
159,Lubao,PH,2022-07-17 18:51:28,14.9167,120.55,80.31,93,100,1.81
160,Luebo,CD,2022-07-17 18:51:28,-5.35,21.4167,82.4,35,99,0.29
161,Severo-Kurilsk,RU,2022-07-17 18:47:12,50.6789,156.125,53.71,97,98,0.6
162,Las Vegas,US,2022-07-17 18:46:48,36.175,-115.1372,101.25,24,0,4.61
163,Bulawayo,ZW,2022-07-17 18:51:30,-20.15,28.5833,49.91,74,0,9.35
164,Saint-Georges,GD,2022-07-17 18:51:30,12.0564,-61.7485,83.88,79,40,25.32
165,Pionki,PL,2022-07-17 18:51:31,51.476,21.4499,64.62,40,99,4.12
166,Saint-Francois,FR,2022-07-17 18:47:31,46.4154,3.9054,83.64,39,0,3.44
167,Pudozh,RU,2022-07-17 18:51:31,61.8099,36.5345,54.97,82,69,4.27
168,Krasnyy Chikoy,RU,2022-07-17 18:48:56,50.3643,108.7512,54.68,82,22,2.51
169,Vostok,RU,2022-07-17 18:48:51,46.4856,135.8833,55.29,93,100,1.83
170,Okhotsk,RU,2022-07-17 18:51:32,59.3833,143.3,55.81,97,71,0.56
171,Iqaluit,CA,2022-07-17 18:51:32,63.7506,-68.5145,42.53,93,100,4.61
172,Carnarvon,AU,2022-07-17 18:51:33,-24.8667,113.6333,67.21,77,63,11.34
173,Khorixas,NA,2022-07-17 18:51:33,-20.3667,14.9667,66.2,26,3,10.2
174,Padang,ID,2022-07-17 18:51:34,-0.9492,100.3543,71.65,79,12,3.4
175,Aburi,GH,2022-07-17 18:51:34,5.8472,-0.1775,71.65,77,75,10.6
176,Sairang,IN,2022-07-17 18:51:34,23.8,92.6667,75.7,99,100,1.9
177,Avera,US,2022-07-17 18:51:35,33.194,-82.5271,90.55,40,20,6.71
178,Solnechnyy,RU,2022-07-17 18:51:35,50.7214,136.6319,57.79,79,100,2.86
179,Chernyshevskiy,RU,2022-07-17 18:52:35,63.0128,112.4714,49.33,96,100,2.86
180,Meulaboh,ID,2022-07-17 18:52:36,4.1363,96.1285,77.27,88,82,2.93
181,Marsa Matruh,EG,2022-07-17 18:52:36,31.3525,27.2453,80.8,69,0,9.22
182,Brownsville,US,2022-07-17 18:51:01,25.9018,-97.4975,96.1,53,40,9.22
183,Markova,UA,2022-07-17 18:52:37,48.6758,24.4138,52.9,67,30,5.41
184,Flinders,AU,2022-07-17 18:52:37,-34.5833,150.8552,53.26,72,10,5.99
185,Bundaberg,AU,2022-07-17 18:52:38,-24.85,152.35,53.22,99,40,5.75
186,Nelson Bay,AU,2022-07-17 18:52:38,-32.7167,152.15,57.99,70,23,15.99
187,Nome,US,2022-07-17 18:52:39,64.5011,-165.4064,57.11,66,0,8.05
188,Bismarck,US,2022-07-17 18:49:49,46.8083,-100.7837,96.66,41,0,6.91
189,Ascension,US,2022-07-17 18:52:39,30.2169,-90.9001,95.05,60,40,3.44
190,Ghanzi,BW,2022-07-17 18:52:39,-21.5667,21.7833,53.89,44,0,8.46
191,Sorland,NO,2022-07-17 18:50:10,67.667,12.6934,51.66,79,90,14.56
192,Olafsvik,IS,2022-07-17 18:52:40,64.8945,-23.7142,51.24,83,84,5.01
193,Geraldton,AU,2022-07-17 18:52:41,-28.7667,114.6,54.01,94,75,9.22
194,Nuuk,GL,2022-07-17 18:49:21,64.1835,-51.7216,50.61,71,100,28.77
195,Koutiala,ML,2022-07-17 18:52:41,12.3917,-5.4642,78.13,75,97,5.21
196,Honiara,SB,2022-07-17 18:52:42,-9.4333,159.95,76.01,85,15,6.76
197,Hay River,CA,2022-07-17 18:52:42,60.8156,-115.7999,76.98,44,100,9.22
198,Ahipara,NZ,2022-07-17 18:52:43,-35.1667,173.1667,48.4,84,91,5.35
199,Port Blair,IN,2022-07-17 18:52:43,11.6667,92.75,81.43,83,100,8.28
200,Myitkyina,MM,2022-07-17 18:52:43,25.3833,97.4,76.01,98,100,1.34
201,Natal,BR,2022-07-17 18:51:02,-5.795,-35.2094,79.02,94,75,17.27
202,Lasa,IT,2022-07-17 18:52:44,46.6166,10.7002,81.48,73,3,2.01
203,Mayo,US,2022-07-17 18:38:50,38.8876,-76.5119,87.96,77,0,6.91
204,Havelock,US,2022-07-17 18:52:45,34.8791,-76.9013,91.35,70,0,11.5
205,Maragogi,BR,2022-07-17 18:52:45,-9.0122,-35.2225,76.37,79,70,12.57
206,San Francisco,US,2022-07-17 18:47:58,37.7749,-122.4194,90.18,77,20,17.27
207,Malanje,AO,2022-07-17 18:52:46,-9.5402,16.341,70.83,31,9,2.66
208,Asilah,MA,2022-07-17 18:52:46,35.465,-6.0348,91.36,72,4,6.73
209,Zhigansk,RU,2022-07-17 18:52:47,66.7697,123.3711,52.93,71,100,11.03
210,Chabahar,IR,2022-07-17 18:52:47,25.2919,60.643,87.01,72,100,6.46
211,Humaita,BR,2022-07-17 18:51:16,-7.5061,-63.0208,96.71,32,91,4.76
212,Moncton,CA,2022-07-17 18:51:35,46.1159,-64.8019,82.89,44,20,16.11
213,Avarua,CK,2022-07-17 18:52:48,-21.2078,-159.775,69.85,88,75,5.75
214,Vanimo,PG,2022-07-17 18:52:49,-2.6741,141.3028,75.51,89,100,3.56
215,Ponta Delgada,PT,2022-07-17 18:52:49,37.7333,-25.6667,72.32,88,75,13.8
216,Lorengau,PG,2022-07-17 18:45:56,-2.0226,147.2712,81.63,78,78,8.14
217,Zvishavane,ZW,2022-07-17 18:52:50,-20.3267,30.0665,52.39,89,15,3.42
218,Houma,US,2022-07-17 18:50:03,29.5958,-90.7195,91.99,68,39,4.0
219,Kodiak,US,2022-07-17 18:52:50,57.79,-152.4072,60.31,63,75,4.61
220,Can Tho,VN,2022-07-17 18:52:51,10.0333,105.7833,76.98,100,40,3.44
221,Tasiilaq,GL,2022-07-17 18:52:51,65.6145,-37.6368,41.56,78,61,6.2
222,Talagang,PK,2022-07-17 18:52:51,32.9297,72.4158,88.95,48,12,5.53
223,Saint-Joseph,RE,2022-07-17 18:52:52,-21.3667,55.6167,68.38,74,53,17.16
224,Minab,IR,2022-07-17 18:52:52,27.1467,57.0801,91.17,66,86,3.87
225,Veere,NL,2022-07-17 18:52:53,51.5483,3.6667,77.14,48,78,11.5
226,Aloleng,PH,2022-07-17 18:52:53,16.1307,119.7824,80.02,82,72,6.8
227,Voi,KE,2022-07-17 18:48:43,-3.3945,38.563,67.95,78,34,10.78
228,Kendari,ID,2022-07-17 18:53:54,-3.945,122.4989,74.03,95,100,3.4
229,Hohhot,CN,2022-07-17 18:53:54,40.8106,111.6522,61.09,44,0,4.47
230,Vila Velha,BR,2022-07-17 18:51:17,-20.3297,-40.2925,84.15,75,20,14.97
231,Axim,GH,2022-07-17 18:51:39,4.8699,-2.2405,75.04,79,37,9.71
232,Douglas,US,2022-07-17 18:51:32,41.3,-96.167,87.39,60,40,5.75
233,Camacha,PT,2022-07-17 18:53:55,33.0833,-16.3333,71.02,68,20,16.11
234,Sioux Lookout,CA,2022-07-17 18:53:55,50.1001,-91.917,84.27,51,40,10.36
235,Abbeville,FR,2022-07-17 18:52:53,50.1,1.8333,85.24,21,96,7.96
236,Chokurdakh,RU,2022-07-17 18:53:57,70.6333,147.9167,41.07,66,11,11.79
237,Berdigestyakh,RU,2022-07-17 18:53:57,62.0989,126.6992,67.44,89,95,3.56
238,Saint-Paul,RE,2022-07-17 18:53:58,-21.0096,55.2707,70.36,73,46,3.33
239,Isangel,VU,2022-07-17 18:46:02,-19.55,169.2667,71.71,83,100,4.61
240,Tarakan,ID,2022-07-17 18:53:59,3.3,117.6333,80.1,83,40,4.61
241,Srednekolymsk,RU,2022-07-17 18:53:59,67.45,153.6833,46.69,46,11,4.05
242,Auki,SB,2022-07-17 18:54:00,-8.7676,160.7034,76.26,87,85,4.43
243,Harsud,IN,2022-07-17 18:54:00,22.1,76.7333,77.09,92,100,12.44
244,Beringovskiy,RU,2022-07-17 18:54:01,63.05,179.3167,48.58,66,4,28.27
245,Buala,SB,2022-07-17 18:54:01,-8.145,159.5921,79.0,82,27,8.34
246,Kalyazin,RU,2022-07-17 18:54:01,57.2403,37.8433,58.01,95,100,0.85
247,Vao,NC,2022-07-17 18:44:38,-22.6667,167.4833,70.61,73,99,20.33
248,Chuy,UY,2022-07-17 18:54:02,-33.6971,-53.4616,51.42,65,0,11.12
249,Cayenne,GF,2022-07-17 18:54:03,4.9333,-52.3333,89.64,6,40,8.05
250,Husavik,IS,2022-07-17 18:54:03,66.0449,-17.3389,46.54,94,100,10.42
251,Hirara,JP,2022-07-17 18:54:03,24.8,125.2833,84.6,87,100,24.29
252,Sidi Ali,DZ,2022-07-17 18:54:04,36.0998,0.4206,78.4,65,0,8.21
